,roll1,roll2,roll3,roll4,roll5,roll6,roll7,roll8,roll9,roll10,roll11,roll12,roll13,roll14,roll15,roll16,roll17,roll18,roll19,roll20
17775,1,2,1,1,1,2,2,1,1,2,1,0,1,2,1,1,1,1,2,1
17776,2,1,2,1,1,1,2,2,1,1,2,1,0,1,2,1,1,1,1,2
17777,0,2,1,2,1,1,1,2,2,1,1,2,1,0,1,2,1,1,1,1
17778,1,0,2,1,2,1,1,1,2,2,1,1,2,1,0,1,2,1,1,1
17779,2,1,0,2,1,2,1,1,1,2,2,1,1,2,1,0,1,2,1,1
17780,2,2,1,0,2,1,2,1,1,1,2,2,1,1,2,1,0,1,2,1
17781,2,2,2,1,0,2,1,2,1,1,1,2,2,1,1,2,1,0,1,2
17782,1,2,2,2,1,0,2,1,2,1,1,1,2,2,1,1,2,1,0,1
17783,2,1,2,2,2,1,0,2,1,2,1,1,1,2,2,1,1,2,1,0
17784,1,2,1,2,2,2,1,0,2,1,2,1,1,1,2,2,1,1,2,1
17785,0,1,2,1,2,2,2,1,0,2,1,2,1,1,1,2,2,1,1,2
17786,2,0,1,2,1,2,2,2,1,0,2,1,2,1,1,1,2,2,1,1
17787,1,2,0,1,2,1,2,2,2,1,0,2,1,2,1,1,1,2,2,1
17788,2,1,2,0,1,2,1,2,2,2,1,0,2,1,2,1,1,1,2,2
17789,2,2,1,2,0,1,2,1,2,2,2,1,0,2,1,2,1,1,1,2
17790,2,2,2,1,2,0,1,2,1,2,2,2,1,0,2,1,2,1,1,1
17791,2,2,2,2,1,2,0,1,2,1,2,2,2,1,0,2,1,2,1,1
17792,1,2,2,2,2,1,2,0,1,2,1,2,2,2,1,0,2,1,2,1
17793,2,1,2,2,2,2,1,2,0,1,2,1,2,2,2,1,0,2,1,2
17794,1,2,1,2,2,2,2,1,2,0,1,2,1,2,2,2,1,0,2,1
17795,1,1,2,1,2,2,2,2,1,2,0,1,2,1,2,2,2,1,0,2
17796,1,1,1,2,1,2,2,2,2,1,2,0,1,2,1,2,2,2,1,0
17797,0,1,1,1,2,1,2,2,2,2,1,2,0,1,2,1,2,2,2,1
17798,0,0,1,1,1,2,1,2,2,2,2,1,2,0,1,2,1,2,2,2
17799,1,0,0,1,1,1,2,1,2,2,2,2,1,2,0,1,2,1,2,2
17800,2,1,0,0,1,1,1,2,1,2,2,2,2,1,2,0,1,2,1,2
17801,1,2,1,0,0,1,1,1,2,1,2,2,2,2,1,2,0,1,2,1
17802,1,1,2,1,0,0,1,1,1,2,1,2,2,2,2,1,2,0,1,2
17803,2,1,1,2,1,0,0,1,1,1,2,1,2,2,2,2,1,2,0,1
17804,2,2,1,1,2,1,0,0,1,1,1,2,1,2,2,2,2,1,2,0
17805,1,2,2,1,1,2,1,0,0,1,1,1,2,1,2,2,2,2,1,2
17806,1,1,2,2,1,1,2,1,0,0,1,1,1,2,1,2,2,2,2,1
17807,0,1,1,2,2,1,1,2,1,0,0,1,1,1,2,1,2,2,2,2
17808,2,0,1,1,2,2,1,1,2,1,0,0,1,1,1,2,1,2,2,2
17809,2,2,0,1,1,2,2,1,1,2,1,0,0,1,1,1,2,1,2,2
17810,2,2,2,0,1,1,2,2,1,1,2,1,0,0,1,1,1,2,1,2
17811,2,2,2,2,0,1,1,2,2,1,1,2,1,0,0,1,1,1,2,1
17812,1,2,2,2,2,0,1,1,2,2,1,1,2,1,0,0,1,1,1,2
17813,2,1,2,2,2,2,0,1,1,2,2,1,1,2,1,0,0,1,1,1
17814,2,2,1,2,2,2,2,0,1,1,2,2,1,1,2,1,0,0,1,1
17815,2,2,2,1,2,2,2,2,0,1,1,2,2,1,1,2,1,0,0,1
17816,2,2,2,2,1,2,2,2,2,0,1,1,2,2,1,1,2,1,0,0
17817,1,2,2,2,2,1,2,2,2,2,0,1,1,2,2,1,1,2,1,0
17818,1,1,2,2,2,2,1,2,2,2,2,0,1,1,2,2,1,1,2,1
17819,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,2,2,1,1,2
17820,1,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,2,2,1,1
17821,1,1,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,2,2,1
17822,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,2,2
17823,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,2
17824,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1
17825,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,0,1
17826,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,0
17827,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
17828,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2
17829,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2
17830,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2
17831,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1
17832,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2
17833,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2
17834,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2
17835,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2
17836,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1
17837,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1
17838,0,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1
17839,2,0,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1
17840,1,2,0,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1
17841,2,1,2,0,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1
17842,2,2,1,2,0,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2
17843,2,2,2,1,2,0,2,1,2,2,1,2,1,1,2,1,1,2,2,2
17844,1,2,2,2,1,2,0,2,1,2,2,1,2,1,1,2,1,1,2,2
17845,1,1,2,2,2,1,2,0,2,1,2,2,1,2,1,1,2,1,1,2
17846,2,1,1,2,2,2,1,2,0,2,1,2,2,1,2,1,1,2,1,1
17847,1,2,1,1,2,2,2,1,2,0,2,1,2,2,1,2,1,1,2,1
17848,2,1,2,1,1,2,2,2,1,2,0,2,1,2,2,1,2,1,1,2
17849,2,2,1,2,1,1,2,2,2,1,2,0,2,1,2,2,1,2,1,1
17850,2,2,2,1,2,1,1,2,2,2,1,2,0,2,1,2,2,1,2,1
17851,1,2,2,2,1,2,1,1,2,2,2,1,2,0,2,1,2,2,1,2
17852,2,1,2,2,2,1,2,1,1,2,2,2,1,2,0,2,1,2,2,1
17853,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,0,2,1,2,2
17854,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,0,2,1,2
17855,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,0,2,1
17856,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,0,2
17857,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,0
17858,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2
17859,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1
17860,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2
17861,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2
17862,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2
17863,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1
17864,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1
17865,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2
17866,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1
17867,0,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2
17868,2,0,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2
17869,0,2,0,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2
17870,2,0,2,0,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1
17871,2,2,0,2,0,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2
17872,1,2,2,0,2,0,2,2,1,2,2,1,1,1,2,1,2,1,2,1
17873,1,1,2,2,0,2,0,2,2,1,2,2,1,1,1,2,1,2,1,2
17874,1,1,1,2,2,0,2,0,2,2,1,2,2,1,1,1,2,1,2,1
17875,1,1,1,1,2,2,0,2,0,2,2,1,2,2,1,1,1,2,1,2
17876,2,1,1,1,1,2,2,0,2,0,2,2,1,2,2,1,1,1,2,1
17877,2,2,1,1,1,1,2,2,0,2,0,2,2,1,2,2,1,1,1,2
17878,2,2,2,1,1,1,1,2,2,0,2,0,2,2,1,2,2,1,1,1
17879,1,2,2,2,1,1,1,1,2,2,0,2,0,2,2,1,2,2,1,1
17880,1,1,2,2,2,1,1,1,1,2,2,0,2,0,2,2,1,2,2,1
17881,2,1,1,2,2,2,1,1,1,1,2,2,0,2,0,2,2,1,2,2
17882,2,2,1,1,2,2,2,1,1,1,1,2,2,0,2,0,2,2,1,2
17883,2,2,2,1,1,2,2,2,1,1,1,1,2,2,0,2,0,2,2,1
17884,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,0,2,0,2,2
17885,0,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,0,2,0,2
17886,1,0,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,0,2,0
17887,2,1,0,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,0,2
17888,2,2,1,0,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,0
17889,1,2,2,1,0,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2
17890,1,1,2,2,1,0,2,2,2,2,1,1,2,2,2,1,1,1,1,2
17891,2,1,1,2,2,1,0,2,2,2,2,1,1,2,2,2,1,1,1,1
17892,2,2,1,1,2,2,1,0,2,2,2,2,1,1,2,2,2,1,1,1
17893,1,2,2,1,1,2,2,1,0,2,2,2,2,1,1,2,2,2,1,1
17894,2,1,2,2,1,1,2,2,1,0,2,2,2,2,1,1,2,2,2,1
17895,2,2,1,2,2,1,1,2,2,1,0,2,2,2,2,1,1,2,2,2
17896,0,2,2,1,2,2,1,1,2,2,1,0,2,2,2,2,1,1,2,2
17897,1,0,2,2,1,2,2,1,1,2,2,1,0,2,2,2,2,1,1,2
17898,1,1,0,2,2,1,2,2,1,1,2,2,1,0,2,2,2,2,1,1
17899,1,1,1,0,2,2,1,2,2,1,1,2,2,1,0,2,2,2,2,1
17900,2,1,1,1,0,2,2,1,2,2,1,1,2,2,1,0,2,2,2,2
17901,2,2,1,1,1,0,2,2,1,2,2,1,1,2,2,1,0,2,2,2
17902,0,2,2,1,1,1,0,2,2,1,2,2,1,1,2,2,1,0,2,2
17903,2,0,2,2,1,1,1,0,2,2,1,2,2,1,1,2,2,1,0,2
17904,2,2,0,2,2,1,1,1,0,2,2,1,2,2,1,1,2,2,1,0
17905,2,2,2,0,2,2,1,1,1,0,2,2,1,2,2,1,1,2,2,1
17906,1,2,2,2,0,2,2,1,1,1,0,2,2,1,2,2,1,1,2,2
17907,1,1,2,2,2,0,2,2,1,1,1,0,2,2,1,2,2,1,1,2
17908,2,1,1,2,2,2,0,2,2,1,1,1,0,2,2,1,2,2,1,1
17909,1,2,1,1,2,2,2,0,2,2,1,1,1,0,2,2,1,2,2,1
17910,2,1,2,1,1,2,2,2,0,2,2,1,1,1,0,2,2,1,2,2
17911,2,2,1,2,1,1,2,2,2,0,2,2,1,1,1,0,2,2,1,2
17912,2,2,2,1,2,1,1,2,2,2,0,2,2,1,1,1,0,2,2,1
17913,2,2,2,2,1,2,1,1,2,2,2,0,2,2,1,1,1,0,2,2
17914,0,2,2,2,2,1,2,1,1,2,2,2,0,2,2,1,1,1,0,2
17915,2,0,2,2,2,2,1,2,1,1,2,2,2,0,2,2,1,1,1,0
17916,1,2,0,2,2,2,2,1,2,1,1,2,2,2,0,2,2,1,1,1
17917,1,1,2,0,2,2,2,2,1,2,1,1,2,2,2,0,2,2,1,1
17918,2,1,1,2,0,2,2,2,2,1,2,1,1,2,2,2,0,2,2,1
17919,2,2,1,1,2,0,2,2,2,2,1,2,1,1,2,2,2,0,2,2
17920,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1,2,2,2,0,2
17921,2,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1,2,2,2,0
17922,2,2,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1,2,2,2
17923,1,2,2,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1,2,2
17924,1,1,2,2,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1,2
17925,1,1,1,2,2,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1
17926,0,1,1,1,2,2,1,2,2,1,1,2,0,2,2,2,2,1,2,1
17927,2,0,1,1,1,2,2,1,2,2,1,1,2,0,2,2,2,2,1,2
17928,2,2,0,1,1,1,2,2,1,2,2,1,1,2,0,2,2,2,2,1
17929,2,2,2,0,1,1,1,2,2,1,2,2,1,1,2,0,2,2,2,2
17930,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1,2,0,2,2,2
17931,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1,2,0,2,2
17932,2,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1,2,0,2
17933,1,2,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1,2,0
17934,0,1,2,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1,2
17935,1,0,1,2,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1
17936,1,1,0,1,2,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1
17937,2,1,1,0,1,2,1,2,2,2,2,0,1,1,1,2,2,1,2,2
17938,1,2,1,1,0,1,2,1,2,2,2,2,0,1,1,1,2,2,1,2
17939,2,1,2,1,1,0,1,2,1,2,2,2,2,0,1,1,1,2,2,1
17940,0,2,1,2,1,1,0,1,2,1,2,2,2,2,0,1,1,1,2,2
17941,2,0,2,1,2,1,1,0,1,2,1,2,2,2,2,0,1,1,1,2
17942,1,2,0,2,1,2,1,1,0,1,2,1,2,2,2,2,0,1,1,1
17943,1,1,2,0,2,1,2,1,1,0,1,2,1,2,2,2,2,0,1,1
17944,1,1,1,2,0,2,1,2,1,1,0,1,2,1,2,2,2,2,0,1
17945,1,1,1,1,2,0,2,1,2,1,1,0,1,2,1,2,2,2,2,0
17946,2,1,1,1,1,2,0,2,1,2,1,1,0,1,2,1,2,2,2,2
17947,1,2,1,1,1,1,2,0,2,1,2,1,1,0,1,2,1,2,2,2
17948,1,1,2,1,1,1,1,2,0,2,1,2,1,1,0,1,2,1,2,2
17949,2,1,1,2,1,1,1,1,2,0,2,1,2,1,1,0,1,2,1,2
17950,2,2,1,1,2,1,1,1,1,2,0,2,1,2,1,1,0,1,2,1
17951,1,2,2,1,1,2,1,1,1,1,2,0,2,1,2,1,1,0,1,2
17952,1,1,2,2,1,1,2,1,1,1,1,2,0,2,1,2,1,1,0,1
17953,2,1,1,2,2,1,1,2,1,1,1,1,2,0,2,1,2,1,1,0
17954,0,2,1,1,2,2,1,1,2,1,1,1,1,2,0,2,1,2,1,1
17955,1,0,2,1,1,2,2,1,1,2,1,1,1,1,2,0,2,1,2,1
17956,1,1,0,2,1,1,2,2,1,1,2,1,1,1,1,2,0,2,1,2
17957,1,1,1,0,2,1,1,2,2,1,1,2,1,1,1,1,2,0,2,1
17958,2,1,1,1,0,2,1,1,2,2,1,1,2,1,1,1,1,2,0,2
17959,2,2,1,1,1,0,2,1,1,2,2,1,1,2,1,1,1,1,2,0
17960,2,2,2,1,1,1,0,2,1,1,2,2,1,1,2,1,1,1,1,2
17961,2,2,2,2,1,1,1,0,2,1,1,2,2,1,1,2,1,1,1,1
17962,0,2,2,2,2,1,1,1,0,2,1,1,2,2,1,1,2,1,1,1
17963,1,0,2,2,2,2,1,1,1,0,2,1,1,2,2,1,1,2,1,1
17964,2,1,0,2,2,2,2,1,1,1,0,2,1,1,2,2,1,1,2,1
17965,2,2,1,0,2,2,2,2,1,1,1,0,2,1,1,2,2,1,1,2
17966,2,2,2,1,0,2,2,2,2,1,1,1,0,2,1,1,2,2,1,1
17967,2,2,2,2,1,0,2,2,2,2,1,1,1,0,2,1,1,2,2,1
17968,1,2,2,2,2,1,0,2,2,2,2,1,1,1,0,2,1,1,2,2
17969,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1,0,2,1,1,2
17970,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1,0,2,1,1
17971,2,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1,0,2,1
17972,1,2,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1,0,2
17973,2,1,2,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1,0
17974,0,2,1,2,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1
17975,2,0,2,1,2,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1
17976,2,2,0,2,1,2,1,1,1,2,2,2,2,1,0,2,2,2,2,1
17977,2,2,2,0,2,1,2,1,1,1,2,2,2,2,1,0,2,2,2,2
17978,1,2,2,2,0,2,1,2,1,1,1,2,2,2,2,1,0,2,2,2
17979,1,1,2,2,2,0,2,1,2,1,1,1,2,2,2,2,1,0,2,2
17980,2,1,1,2,2,2,0,2,1,2,1,1,1,2,2,2,2,1,0,2
17981,2,2,1,1,2,2,2,0,2,1,2,1,1,1,2,2,2,2,1,0
17982,1,2,2,1,1,2,2,2,0,2,1,2,1,1,1,2,2,2,2,1
17983,1,1,2,2,1,1,2,2,2,0,2,1,2,1,1,1,2,2,2,2
17984,1,1,1,2,2,1,1,2,2,2,0,2,1,2,1,1,1,2,2,2
17985,1,1,1,1,2,2,1,1,2,2,2,0,2,1,2,1,1,1,2,2
17986,2,1,1,1,1,2,2,1,1,2,2,2,0,2,1,2,1,1,1,2
17987,2,2,1,1,1,1,2,2,1,1,2,2,2,0,2,1,2,1,1,1
17988,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,2,1,2,1,1
17989,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,2,1,2,1
17990,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,2,1,2
17991,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,2,1
17992,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,2
17993,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0
17994,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2
17995,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2
17996,0,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2
17997,1,0,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1
17998,1,1,0,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1
17999,1,1,1,0,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2
18000,1,1,1,1,0,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2
18001,2,1,1,1,1,0,1,1,2,1,1,1,2,1,2,2,1,1,1,1
18002,2,2,1,1,1,1,0,1,1,2,1,1,1,2,1,2,2,1,1,1
18003,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2,1,2,2,1,1
18004,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2,1,2,2,1
18005,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2,1,2,2
18006,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2,1,2
18007,1,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2,1
18008,2,1,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1,2
18009,2,2,1,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1,1
18010,2,2,2,1,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1
18011,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1
18012,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,0,1,1,2
18013,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,0,1,1
18014,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,0,1
18015,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,0
18016,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1
18017,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1
18018,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1
18019,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1
18020,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2
18021,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2
18022,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1
18023,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2
18024,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1
18025,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1
18026,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1
18027,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2
18028,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2
18029,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2
18030,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1
18031,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2
18032,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1
18033,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1
18034,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2
18035,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2
18036,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2
18037,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2
18038,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2
18039,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1
18040,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2
18041,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2
18042,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2
18043,0,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1
18044,2,0,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1
18045,2,2,0,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1
18046,1,2,2,0,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2
18047,1,1,2,2,0,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2
18048,1,1,1,2,2,0,1,1,1,2,2,1,2,2,1,1,2,2,1,1
18049,1,1,1,1,2,2,0,1,1,1,2,2,1,2,2,1,1,2,2,1
18050,1,1,1,1,1,2,2,0,1,1,1,2,2,1,2,2,1,1,2,2
18051,2,1,1,1,1,1,2,2,0,1,1,1,2,2,1,2,2,1,1,2
18052,2,2,1,1,1,1,1,2,2,0,1,1,1,2,2,1,2,2,1,1
18053,1,2,2,1,1,1,1,1,2,2,0,1,1,1,2,2,1,2,2,1
18054,2,1,2,2,1,1,1,1,1,2,2,0,1,1,1,2,2,1,2,2
18055,0,2,1,2,2,1,1,1,1,1,2,2,0,1,1,1,2,2,1,2
18056,2,0,2,1,2,2,1,1,1,1,1,2,2,0,1,1,1,2,2,1
18057,2,2,0,2,1,2,2,1,1,1,1,1,2,2,0,1,1,1,2,2
18058,2,2,2,0,2,1,2,2,1,1,1,1,1,2,2,0,1,1,1,2
18059,2,2,2,2,0,2,1,2,2,1,1,1,1,1,2,2,0,1,1,1
18060,2,2,2,2,2,0,2,1,2,2,1,1,1,1,1,2,2,0,1,1
18061,1,2,2,2,2,2,0,2,1,2,2,1,1,1,1,1,2,2,0,1
18062,1,1,2,2,2,2,2,0,2,1,2,2,1,1,1,1,1,2,2,0
18063,1,1,1,2,2,2,2,2,0,2,1,2,2,1,1,1,1,1,2,2
18064,2,1,1,1,2,2,2,2,2,0,2,1,2,2,1,1,1,1,1,2
18065,2,2,1,1,1,2,2,2,2,2,0,2,1,2,2,1,1,1,1,1
18066,2,2,2,1,1,1,2,2,2,2,2,0,2,1,2,2,1,1,1,1
18067,1,2,2,2,1,1,1,2,2,2,2,2,0,2,1,2,2,1,1,1
18068,0,1,2,2,2,1,1,1,2,2,2,2,2,0,2,1,2,2,1,1
18069,1,0,1,2,2,2,1,1,1,2,2,2,2,2,0,2,1,2,2,1
18070,1,1,0,1,2,2,2,1,1,1,2,2,2,2,2,0,2,1,2,2
18071,1,1,1,0,1,2,2,2,1,1,1,2,2,2,2,2,0,2,1,2
18072,2,1,1,1,0,1,2,2,2,1,1,1,2,2,2,2,2,0,2,1
18073,2,2,1,1,1,0,1,2,2,2,1,1,1,2,2,2,2,2,0,2
18074,1,2,2,1,1,1,0,1,2,2,2,1,1,1,2,2,2,2,2,0
18075,0,1,2,2,1,1,1,0,1,2,2,2,1,1,1,2,2,2,2,2
18076,1,0,1,2,2,1,1,1,0,1,2,2,2,1,1,1,2,2,2,2
18077,2,1,0,1,2,2,1,1,1,0,1,2,2,2,1,1,1,2,2,2
18078,0,2,1,0,1,2,2,1,1,1,0,1,2,2,2,1,1,1,2,2
18079,2,0,2,1,0,1,2,2,1,1,1,0,1,2,2,2,1,1,1,2
18080,2,2,0,2,1,0,1,2,2,1,1,1,0,1,2,2,2,1,1,1
18081,2,2,2,0,2,1,0,1,2,2,1,1,1,0,1,2,2,2,1,1
18082,1,2,2,2,0,2,1,0,1,2,2,1,1,1,0,1,2,2,2,1
18083,1,1,2,2,2,0,2,1,0,1,2,2,1,1,1,0,1,2,2,2
18084,2,1,1,2,2,2,0,2,1,0,1,2,2,1,1,1,0,1,2,2
18085,1,2,1,1,2,2,2,0,2,1,0,1,2,2,1,1,1,0,1,2
18086,1,1,2,1,1,2,2,2,0,2,1,0,1,2,2,1,1,1,0,1
18087,1,1,1,2,1,1,2,2,2,0,2,1,0,1,2,2,1,1,1,0
18088,2,1,1,1,2,1,1,2,2,2,0,2,1,0,1,2,2,1,1,1
18089,2,2,1,1,1,2,1,1,2,2,2,0,2,1,0,1,2,2,1,1
18090,2,2,2,1,1,1,2,1,1,2,2,2,0,2,1,0,1,2,2,1
18091,1,2,2,2,1,1,1,2,1,1,2,2,2,0,2,1,0,1,2,2
18092,2,1,2,2,2,1,1,1,2,1,1,2,2,2,0,2,1,0,1,2
18093,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,0,2,1,0,1
18094,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,0,2,1,0
18095,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,0,2,1
18096,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,0,2
18097,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,0
